Date,Source,Season,Production
2021-11-12 00:00:00,Wind,Fall,934
2024-08-02 00:00:00,Solar,Summer,6672
2020-09-26 00:00:00,Wind,Fall,8134
2023-09-21 00:00:00,Wind,Fall,9550
2022-04-23 00:00:00,Wind,Spring,6361
2021-01-02 00:00:00,Wind,Winter,1837
2021-12-17 00:00:00,Wind,Winter,8144
2021-11-23 00:00:00,Wind,Fall,9900
2023-12-13 00:00:00,Wind,Winter,9953
2024-10-27 00:00:00,Solar,Fall,3309
2025-09-07 00:00:00,Wind,Fall,6555
2020-08-22 00:00:00,Wind,Summer,5104
2022-07-30 00:00:00,Wind,Summer,1951
2025-08-26 00:00:00,Wind,Summer,5983
2020-11-01 00:00:00,Wind,Fall,13574
2025-06-20 00:00:00,Solar,Summer,8561
2023-09-22 00:00:00,Wind,Fall,11770
2025-01-20 00:00:00,Wind,Winter,1668
2021-10-20 00:00:00,Wind,Fall,10713
2020-12-20 00:00:00,Wind,Winter,4461
2025-08-09 00:00:00,Wind,Summer,5496
2024-11-20 00:00:00,Wind,Fall,8076
2025-07-02 00:00:00,Wind,Summer,11247
2020-01-23 00:00:00,Wind,Winter,2993
2021-08-11 00:00:00,Wind,Summer,704
2020-06-10 00:00:00,Solar,Summer,3105
2021-08-09 00:00:00,Wind,Summer,2967
2020-11-05 00:00:00,Wind,Fall,8082
2024-04-23 00:00:00,Wind,Spring,4273
2024-07-30 00:00:00,Wind,Summer,2765
2022-07-23 00:00:00,Solar,Summer,6571
2020-12-25 00:00:00,Wind,Winter,6863
2024-08-08 00:00:00,Wind,Summer,1289
2022-12-30 00:00:00,Wind,Winter,15843
2022-02-25 00:00:00,Wind,Winter,7997
2023-10-21 00:00:00,Wind,Fall,20931
2021-07-21 00:00:00,Wind,Summer,1927
2023-11-15 00:00:00,Wind,Fall,10577
2023-01-09 00:00:00,Wind,Winter,13412
2021-11-08 00:00:00,Wind,Fall,1922
2021-04-14 00:00:00,Wind,Spring,5346
2021-06-27 00:00:00,Wind,Summer,1366
2020-02-05 00:00:00,Wind,Winter,1746
2021-09-17 00:00:00,Wind,Fall,711
2023-12-29 00:00:00,Wind,Winter,12493
2022-12-02 00:00:00,Wind,Winter,2232
2021-07-23 00:00:00,Solar,Summer,7412
2025-01-26 00:00:00,Wind,Winter,10046
2022-06-03 00:00:00,Wind,Summer,2859
2022-06-23 00:00:00,Wind,Summer,1625
2021-04-23 00:00:00,Wind,Spring,7944
2022-03-23 00:00:00,Solar,Spring,5220
2023-04-03 00:00:00,Wind,Spring,5706
2023-06-16 00:00:00,Solar,Summer,2630
2024-11-16 00:00:00,Wind,Fall,2040
2025-06-22 00:00:00,Solar,Summer,5526
2023-02-24 00:00:00,Wind,Winter,6498
2020-10-17 00:00:00,Solar,Fall,1367
2022-05-11 00:00:00,Solar,Spring,7976
2023-06-20 00:00:00,Wind,Summer,3357
2022-05-22 00:00:00,Wind,Spring,3313
2024-10-30 00:00:00,Wind,Fall,1827
2020-02-20 00:00:00,Wind,Winter,10617
2022-06-22 00:00:00,Solar,Summer,3779
2021-03-31 00:00:00,Wind,Spring,1121
2024-12-30 00:00:00,Wind,Winter,709
2020-03-20 00:00:00,Wind,Spring,6229
2021-12-25 00:00:00,Wind,Winter,1843
2023-03-28 00:00:00,Wind,Spring,2283
2022-06-30 00:00:00,Solar,Summer,5921
2025-07-24 00:00:00,Wind,Summer,2166
2022-02-27 00:00:00,Wind,Winter,6011
2025-03-16 00:00:00,Wind,Spring,7970
2024-06-15 00:00:00,Wind,Summer,10538
2023-01-13 00:00:00,Wind,Winter,10798
2020-02-10 00:00:00,Wind,Winter,13770
2021-11-08 00:00:00,Wind,Fall,1805
2025-01-10 00:00:00,Wind,Winter,2433
2020-06-02 00:00:00,Wind,Summer,1765
2022-12-18 00:00:00,Wind,Winter,5927
2023-11-19 00:00:00,Wind,Fall,16559
2020-04-14 00:00:00,Wind,Spring,7144
2024-06-21 00:00:00,Solar,Summer,5580
2021-05-21 00:00:00,Wind,Spring,8861
2021-06-25 00:00:00,Wind,Summer,2038
2023-10-09 00:00:00,Solar,Fall,5494
2024-04-11 00:00:00,Wind,Spring,3540
2025-01-12 00:00:00,Wind,Winter,3081
2024-12-28 00:00:00,Wind,Winter,354
2020-07-20 00:00:00,Wind,Summer,2939
2020-05-18 00:00:00,Wind,Spring,1868
2022-02-06 00:00:00,Wind,Winter,16044
2023-04-30 00:00:00,Wind,Spring,3818
2024-02-29 00:00:00,Wind,Winter,12775
2022-08-17 00:00:00,Wind,Summer,1406
2022-03-12 00:00:00,Wind,Spring,9389
2020-03-21 00:00:00,Wind,Spring,11152
2025-02-02 00:00:00,Wind,Winter,3472
2022-02-14 00:00:00,Wind,Winter,11744
2023-08-09 00:00:00,Wind,Summer,1211
2024-02-23 00:00:00,Wind,Winter,14058
2020-06-30 00:00:00,Wind,Summer,3738
2023-08-14 00:00:00,Solar,Summer,7241
2022-04-10 00:00:00,Solar,Spring,7678
2025-06-09 00:00:00,Solar,Summer,3733
2024-05-07 00:00:00,Solar,Spring,7214
2022-05-31 00:00:00,Solar,Spring,4174
2025-07-24 00:00:00,Wind,Summer,2396
2024-03-14 00:00:00,Wind,Spring,9218
2025-05-30 00:00:00,Solar,Spring,6501
2020-09-27 00:00:00,Wind,Fall,5190
2022-09-27 00:00:00,Wind,Fall,13231
2020-01-27 00:00:00,Wind,Winter,8486
2021-06-28 00:00:00,Solar,Summer,3945
2020-10-03 00:00:00,Wind,Fall,3195
2025-06-12 00:00:00,Solar,Summer,5733
2025-09-02 00:00:00,Wind,Fall,15009
2023-06-04 00:00:00,Wind,Summer,7894
2024-12-02 00:00:00,Wind,Winter,8193
2023-06-04 00:00:00,Wind,Summer,5847
2023-03-25 00:00:00,Wind,Spring,14863
2024-05-02 00:00:00,Wind,Spring,12077
2024-09-18 00:00:00,Wind,Fall,8671
2025-10-09 00:00:00,Wind,Fall,2496
2022-09-11 00:00:00,Wind,Fall,664
2025-01-29 00:00:00,Wind,Winter,12248
2021-03-29 00:00:00,Wind,Spring,4622
2023-05-31 00:00:00,Wind,Spring,8211
2024-08-31 00:00:00,Wind,Summer,5370
2023-11-06 00:00:00,Wind,Fall,12102
2021-03-25 00:00:00,Wind,Spring,2635
2024-08-05 00:00:00,Solar,Summer,2548
2021-07-02 00:00:00,Wind,Summer,405
2025-01-27 00:00:00,Wind,Winter,18396
2020-05-15 00:00:00,Wind,Spring,4342
2021-09-06 00:00:00,Wind,Fall,1107
2021-10-24 00:00:00,Wind,Fall,3398
2024-12-06 00:00:00,Wind,Winter,14357
2023-08-26 00:00:00,Wind,Summer,1513
2020-05-04 00:00:00,Solar,Spring,5092
2022-10-17 00:00:00,Wind,Fall,7554
2022-08-02 00:00:00,Solar,Summer,5062
2025-04-13 00:00:00,Wind,Spring,4463
2022-04-25 00:00:00,Wind,Spring,3208
2022-10-26 00:00:00,Wind,Fall,8890
2022-12-07 00:00:00,Wind,Winter,2473
2025-10-24 00:00:00,Wind,Fall,12506
2020-08-31 00:00:00,Wind,Summer,3237
2022-06-30 00:00:00,Wind,Summer,5168
2025-11-04 00:00:00,Wind,Fall,12341
2022-08-17 00:00:00,Wind,Summer,1307
2020-12-08 00:00:00,Wind,Winter,2686
2020-03-24 00:00:00,Wind,Spring,6628
2023-07-21 00:00:00,Solar,Summer,8927
2023-06-28 00:00:00,Wind,Summer,2630
2022-09-14 00:00:00,Solar,Fall,5716
2020-05-29 00:00:00,Wind,Spring,7953
2022-08-19 00:00:00,Wind,Summer,7064
2025-08-17 00:00:00,Wind,Summer,6032
2025-04-01 00:00:00,Wind,Spring,13004
2024-10-13 00:00:00,Wind,Fall,2980
2022-04-05 00:00:00,Wind,Spring,9346
2021-04-29 00:00:00,Solar,Spring,4221
2023-02-25 00:00:00,Wind,Winter,9931
2023-07-19 00:00:00,Wind,Summer,11158
2022-10-10 00:00:00,Wind,Fall,4732
2021-04-17 00:00:00,Wind,Spring,4306
2021-12-21 00:00:00,Wind,Winter,3015
2021-04-22 00:00:00,Wind,Spring,6303
2025-11-23 00:00:00,Wind,Fall,10653
2024-06-11 00:00:00,Wind,Summer,1874
2024-05-27 00:00:00,Wind,Spring,3315
2020-09-28 00:00:00,Wind,Fall,4208
2023-08-07 00:00:00,Wind,Summer,3593
2021-03-29 00:00:00,Wind,Spring,2491
2021-05-22 00:00:00,Wind,Spring,5778
2021-11-19 00:00:00,Solar,Fall,3318
2025-01-27 00:00:00,Wind,Winter,18096
2025-08-13 00:00:00,Solar,Summer,4027
2021-09-14 00:00:00,Wind,Fall,3219
2022-05-08 00:00:00,Wind,Spring,4076
2022-07-03 00:00:00,Wind,Summer,1530
2021-07-24 00:00:00,Wind,Summer,5890
2022-11-21 00:00:00,Wind,Fall,7993
2023-04-05 00:00:00,Solar,Spring,5948
2025-08-11 00:00:00,Solar,Summer,11543
2021-07-13 00:00:00,Wind,Summer,5885
2022-09-19 00:00:00,Wind,Fall,2502
2024-12-05 00:00:00,Wind,Winter,15699
2025-11-01 00:00:00,Wind,Fall,14047
2025-11-17 00:00:00,Wind,Fall,5317
2020-08-16 00:00:00,Wind,Summer,1759
2023-01-22 00:00:00,Wind,Winter,7106
2025-05-24 00:00:00,Wind,Spring,13001
2021-01-21 00:00:00,Wind,Winter,12248
2023-07-17 00:00:00,Solar,Summer,7791
2022-10-28 00:00:00,Wind,Fall,8983
2021-07-08 00:00:00,Wind,Summer,1738
2021-06-06 00:00:00,Wind,Summer,2910
2025-09-12 00:00:00,Wind,Fall,10052
2024-10-13 00:00:00,Solar,Fall,5251
2023-02-13 00:00:00,Wind,Winter,3438
2023-04-21 00:00:00,Solar,Spring,7315
2024-12-22 00:00:00,Wind,Winter,18507
2020-06-11 00:00:00,Wind,Summer,3890
2021-10-17 00:00:00,Wind,Fall,1793
2022-04-07 00:00:00,Wind,Spring,16777
2024-11-25 00:00:00,Wind,Fall,6360
2024-05-30 00:00:00,Wind,Spring,11924
2023-11-19 00:00:00,Wind,Fall,17043
2024-02-04 00:00:00,Wind,Winter,8328
2022-09-23 00:00:00,Wind,Fall,505
2023-05-17 00:00:00,Wind,Spring,13945
2024-05-02 00:00:00,Wind,Spring,9680
2025-09-21 00:00:00,Solar,Fall,4035
2025-08-28 00:00:00,Wind,Summer,12192
2023-01-15 00:00:00,Wind,Winter,14920
2024-03-30 00:00:00,Wind,Spring,4270
2024-11-27 00:00:00,Wind,Fall,8974
2022-03-11 00:00:00,Wind,Spring,12227
2022-08-27 00:00:00,Wind,Summer,4610
2025-11-09 00:00:00,Wind,Fall,4511
2021-04-03 00:00:00,Wind,Spring,9279
2022-07-05 00:00:00,Solar,Summer,7173
2020-10-02 00:00:00,Wind,Fall,4517
2024-03-03 00:00:00,Wind,Spring,4860
2020-10-30 00:00:00,Wind,Fall,2173
2025-01-29 00:00:00,Wind,Winter,14188
2025-06-07 00:00:00,Wind,Summer,5372
2022-07-17 00:00:00,Wind,Summer,5437
2021-09-21 00:00:00,Wind,Fall,3038
2022-08-21 00:00:00,Solar,Summer,5244
2022-10-28 00:00:00,Wind,Fall,7785
2025-03-14 00:00:00,Wind,Spring,2246
2024-04-22 00:00:00,Wind,Spring,4362
2021-08-15 00:00:00,Solar,Summer,6192
2023-11-01 00:00:00,Wind,Fall,12856
2024-12-19 00:00:00,Wind,Winter,17699
2024-09-15 00:00:00,Solar,Fall,6259
2022-07-01 00:00:00,Solar,Summer,7548
2020-01-11 00:00:00,Wind,Winter,2401
2021-09-07 00:00:00,Solar,Fall,7947
2022-12-04 00:00:00,Wind,Winter,708
2025-07-27 00:00:00,Solar,Summer,8163
2022-03-19 00:00:00,Wind,Spring,11419
2023-06-13 00:00:00,Solar,Summer,7666
2020-10-31 00:00:00,Wind,Fall,9419
2023-06-19 00:00:00,Wind,Summer,1407
2023-05-15 00:00:00,Wind,Spring,7719
2021-03-16 00:00:00,Wind,Spring,6005
2023-06-12 00:00:00,Solar,Summer,4747
2020-07-03 00:00:00,Wind,Summer,2958
2025-06-19 00:00:00,Wind,Summer,5164
2020-02-12 00:00:00,Wind,Winter,8307
2024-09-07 00:00:00,Wind,Fall,4461
2020-12-17 00:00:00,Wind,Winter,2892
2021-10-04 00:00:00,Wind,Fall,6535
2021-02-27 00:00:00,Wind,Winter,5900
2022-12-14 00:00:00,Wind,Winter,1972
2024-01-01 00:00:00,Wind,Winter,15228
2023-07-25 00:00:00,Wind,Summer,2896
2022-07-18 00:00:00,Wind,Summer,4324
2021-05-10 00:00:00,Wind,Spring,9543
2021-11-08 00:00:00,Solar,Fall,4759
2022-12-10 00:00:00,Wind,Winter,1514
2020-06-25 00:00:00,Solar,Summer,3179
2020-11-29 00:00:00,Wind,Fall,4361
2023-08-05 00:00:00,Wind,Summer,2376
2020-10-12 00:00:00,Wind,Fall,3229
2021-01-13 00:00:00,Wind,Winter,9862
2022-04-20 00:00:00,Wind,Spring,4403
2020-03-06 00:00:00,Wind,Spring,7635
2021-01-15 00:00:00,Wind,Winter,8913
2022-02-16 00:00:00,Wind,Winter,13892
2021-04-02 00:00:00,Wind,Spring,12278
2021-11-24 00:00:00,Wind,Fall,2080
2022-09-18 00:00:00,Solar,Fall,11642
2025-08-05 00:00:00,Wind,Summer,11488
2022-04-16 00:00:00,Solar,Spring,9283
2024-05-02 00:00:00,Wind,Spring,11202
2022-12-01 00:00:00,Wind,Winter,4364
2023-09-17 00:00:00,Solar,Fall,7328
2025-06-21 00:00:00,Solar,Summer,10245
2020-05-27 00:00:00,Wind,Spring,3501
2021-02-27 00:00:00,Wind,Winter,10738
2024-03-26 00:00:00,Wind,Spring,8154
2022-08-26 00:00:00,Solar,Summer,6095
2022-07-13 00:00:00,Wind,Summer,1816
2020-01-23 00:00:00,Wind,Winter,5026
2020-08-17 00:00:00,Wind,Summer,1942
2020-03-26 00:00:00,Wind,Spring,7178
2024-03-06 00:00:00,Wind,Spring,1843
2025-04-30 00:00:00,Wind,Spring,5987
2020-02-14 00:00:00,Wind,Winter,3792
2022-08-26 00:00:00,Wind,Summer,4553
2025-04-22 00:00:00,Wind,Spring,1187
2022-12-01 00:00:00,Wind,Winter,3675
2025-02-05 00:00:00,Solar,Winter,6610
2022-01-30 00:00:00,Wind,Winter,1434
2021-09-29 00:00:00,Wind,Fall,3641
2024-05-13 00:00:00,Wind,Spring,1884
2020-08-30 00:00:00,Wind,Summer,3777
2020-07-11 00:00:00,Solar,Summer,5785
2025-09-29 00:00:00,Solar,Fall,8857
2024-06-28 00:00:00,Solar,Summer,3771
2020-05-09 00:00:00,Solar,Spring,3231
2024-05-22 00:00:00,Wind,Spring,4870
2020-07-03 00:00:00,Wind,Summer,2944
2020-11-23 00:00:00,Solar,Fall,1643
2022-02-24 00:00:00,Wind,Winter,3851
2025-03-07 00:00:00,Wind,Spring,9990
2020-05-26 00:00:00,Wind,Spring,3338
2023-01-12 00:00:00,Wind,Winter,16699
2021-11-30 00:00:00,Wind,Fall,13024
2022-06-19 00:00:00,Wind,Summer,10066
2022-12-07 00:00:00,Wind,Winter,2196
2022-07-21 00:00:00,Wind,Summer,2858
2025-05-17 00:00:00,Wind,Spring,3077
2024-12-15 00:00:00,Wind,Winter,9775
2020-09-28 00:00:00,Wind,Fall,4092
2022-03-05 00:00:00,Solar,Spring,5186
2025-07-04 00:00:00,Solar,Summer,10562
2024-06-20 00:00:00,Wind,Summer,4917
2022-02-04 00:00:00,Wind,Winter,6944
2020-01-18 00:00:00,Wind,Winter,2843
2021-05-26 00:00:00,Wind,Spring,2353
2024-10-30 00:00:00,Wind,Fall,2071
2020-08-18 00:00:00,Wind,Summer,1283
2022-05-23 00:00:00,Wind,Spring,9217
2025-04-28 00:00:00,Wind,Spring,3069
2024-07-09 00:00:00,Wind,Summer,5209
2025-10-20 00:00:00,Wind,Fall,17333
2020-03-09 00:00:00,Wind,Spring,9648
2025-03-14 00:00:00,Wind,Spring,2194
2020-09-16 00:00:00,Wind,Fall,526
2023-06-26 00:00:00,Solar,Summer,10618
2025-05-06 00:00:00,Wind,Spring,8761
2024-10-27 00:00:00,Wind,Fall,1944
2024-09-06 00:00:00,Wind,Fall,1511
2020-10-18 00:00:00,Wind,Fall,583
2020-08-12 00:00:00,Solar,Summer,4536
2021-07-14 00:00:00,Wind,Summer,7745
2024-01-21 00:00:00,Wind,Winter,14443
2024-06-19 00:00:00,Wind,Summer,3425
2024-09-22 00:00:00,Wind,Fall,3299
2022-01-06 00:00:00,Wind,Winter,7422
2020-01-03 00:00:00,Wind,Winter,9189
2023-01-21 00:00:00,Wind,Winter,6960
2021-09-04 00:00:00,Solar,Fall,3636
2021-06-19 00:00:00,Solar,Summer,4390
2021-04-11 00:00:00,Wind,Spring,4255
2021-03-13 00:00:00,Wind,Spring,17323
2025-09-15 00:00:00,Wind,Fall,11011
2024-05-09 00:00:00,Wind,Spring,4350
2024-08-31 00:00:00,Solar,Summer,8366
2025-05-22 00:00:00,Wind,Spring,9293
2021-03-30 00:00:00,Solar,Spring,5587
2022-04-29 00:00:00,Wind,Spring,4703
2025-06-24 00:00:00,Solar,Summer,5446
2022-06-19 00:00:00,Wind,Summer,10201
2020-04-01 00:00:00,Wind,Spring,3836
2020-06-08 00:00:00,Wind,Summer,1414
2025-11-13 00:00:00,Wind,Fall,11859
2023-10-03 00:00:00,Wind,Fall,4989
2023-01-11 00:00:00,Wind,Winter,15556
2024-08-20 00:00:00,Wind,Summer,3390
2020-03-01 00:00:00,Wind,Spring,8968
2021-08-14 00:00:00,Wind,Summer,916
2021-12-14 00:00:00,Wind,Winter,587
2024-10-27 00:00:00,Wind,Fall,1635
2021-07-30 00:00:00,Wind,Summer,1469
2025-04-16 00:00:00,Wind,Spring,3691
2020-10-04 00:00:00,Wind,Fall,7366
2022-12-18 00:00:00,Wind,Winter,6077
2021-07-09 00:00:00,Wind,Summer,370
2022-01-17 00:00:00,Wind,Winter,1397
2025-02-10 00:00:00,Wind,Winter,3221
2023-07-23 00:00:00,Wind,Summer,9714
2020-05-01 00:00:00,Wind,Spring,6913
2023-05-12 00:00:00,Wind,Spring,5556
2022-12-21 00:00:00,Wind,Winter,11825
2020-01-04 00:00:00,Wind,Winter,4479
2021-07-14 00:00:00,Wind,Summer,8231
2025-07-08 00:00:00,Wind,Summer,2398
2025-05-31 00:00:00,Wind,Spring,837
2025-09-17 00:00:00,Wind,Fall,4458
2022-05-10 00:00:00,Wind,Spring,2140
2023-03-31 00:00:00,Wind,Spring,19093
2024-10-04 00:00:00,Wind,Fall,2882
2021-02-04 00:00:00,Wind,Winter,4372
2020-01-03 00:00:00,Wind,Winter,9534
2020-08-31 00:00:00,Wind,Summer,1614
2025-09-08 00:00:00,Solar,Fall,3178
2022-11-11 00:00:00,Wind,Fall,3699
2024-10-21 00:00:00,Solar,Fall,8393
2022-07-04 00:00:00,Solar,Summer,6170
2025-02-01 00:00:00,Wind,Winter,3863
2022-05-23 00:00:00,Wind,Spring,8430
2025-06-20 00:00:00,Solar,Summer,5469
2020-05-22 00:00:00,Solar,Spring,6982
2022-01-01 00:00:00,Wind,Winter,5385
2022-10-29 00:00:00,Wind,Fall,7385
2025-01-03 00:00:00,Wind,Winter,3446
2021-03-29 00:00:00,Wind,Spring,3859
2021-01-24 00:00:00,Wind,Winter,9132
2021-10-06 00:00:00,Wind,Fall,8232
2023-11-26 00:00:00,Wind,Fall,3911
2022-05-28 00:00:00,Solar,Spring,5809
2024-02-05 00:00:00,Wind,Winter,7263
2025-01-28 00:00:00,Wind,Winter,18356
2023-02-22 00:00:00,Wind,Winter,2037
2024-02-17 00:00:00,Wind,Winter,3267
2022-10-03 00:00:00,Wind,Fall,1692
2021-11-25 00:00:00,Wind,Fall,2854
2025-02-24 00:00:00,Wind,Winter,15434
2021-11-20 00:00:00,Wind,Fall,1106
2025-08-20 00:00:00,Wind,Summer,2739
2020-11-14 00:00:00,Wind,Fall,10406
2025-07-23 00:00:00,Solar,Summer,6403
2021-09-29 00:00:00,Wind,Fall,3738
2024-01-23 00:00:00,Wind,Winter,17177
2025-04-10 00:00:00,Solar,Spring,11510
2024-12-24 00:00:00,Wind,Winter,4716
2025-08-15 00:00:00,Solar,Summer,10700
2024-06-03 00:00:00,Solar,Summer,3377
2025-01-10 00:00:00,Wind,Winter,4208
2020-05-28 00:00:00,Wind,Spring,3834
2024-02-02 00:00:00,Wind,Winter,5384
2021-04-15 00:00:00,Wind,Spring,5298
2023-07-16 00:00:00,Wind,Summer,10971
2022-07-04 00:00:00,Wind,Summer,3402
2022-12-15 00:00:00,Wind,Winter,8325
2020-05-31 00:00:00,Wind,Spring,8072
2020-11-08 00:00:00,Wind,Fall,3896
2021-07-25 00:00:00,Wind,Summer,5701
2020-02-15 00:00:00,Wind,Winter,10164
2023-05-22 00:00:00,Wind,Spring,4807
2024-06-20 00:00:00,Wind,Summer,2123
2022-01-24 00:00:00,Wind,Winter,3018
2021-08-30 00:00:00,Wind,Summer,4985
2021-10-07 00:00:00,Solar,Fall,5955
2020-06-18 00:00:00,Solar,Summer,5121
2020-02-17 00:00:00,Wind,Winter,6130
2020-03-30 00:00:00,Wind,Spring,11994
2025-07-03 00:00:00,Wind,Summer,5437
2021-12-10 00:00:00,Wind,Winter,13856
2023-03-08 00:00:00,Wind,Spring,15972
2025-07-31 00:00:00,Wind,Summer,6732
2023-05-27 00:00:00,Wind,Spring,8791
2023-10-29 00:00:00,Wind,Fall,14125
2024-04-21 00:00:00,Wind,Spring,7076
2025-11-30 00:00:00,Wind,Fall,4801
2022-01-23 00:00:00,Wind,Winter,4009
2024-12-10 00:00:00,Wind,Winter,9960
2022-07-16 00:00:00,Solar,Summer,8810
2020-08-23 00:00:00,Wind,Summer,8621
2021-10-20 00:00:00,Wind,Fall,13349
2023-05-05 00:00:00,Solar,Spring,8234
2020-05-28 00:00:00,Solar,Spring,7312
2022-12-23 00:00:00,Wind,Winter,9829
2025-09-10 00:00:00,Wind,Fall,6743
2023-01-01 00:00:00,Wind,Winter,12955
2024-05-30 00:00:00,Wind,Spring,5756
2024-11-07 00:00:00,Wind,Fall,2897
2024-06-30 00:00:00,Wind,Summer,4150
2020-07-26 00:00:00,Wind,Summer,4286
2024-11-01 00:00:00,Wind,Fall,695
2024-04-05 00:00:00,Wind,Spring,8961
2020-11-16 00:00:00,Wind,Fall,4496
2022-12-15 00:00:00,Wind,Winter,6526
2021-10-12 00:00:00,Solar,Fall,5020
2020-06-25 00:00:00,Wind,Summer,3496
2023-06-21 00:00:00,Solar,Summer,2516
2025-04-17 00:00:00,Solar,Spring,7819
2024-03-07 00:00:00,Wind,Spring,12265
2025-08-01 00:00:00,Wind,Summer,4475
2025-09-13 00:00:00,Wind,Fall,13818
2025-07-08 00:00:00,Wind,Summer,6101
2023-03-14 00:00:00,Wind,Spring,16522
2023-07-17 00:00:00,Wind,Summer,3144
2023-07-24 00:00:00,Wind,Summer,3610
2022-05-01 00:00:00,Solar,Spring,6259
2021-10-16 00:00:00,Wind,Fall,1687
2020-07-19 00:00:00,Wind,Summer,1362
2024-09-22 00:00:00,Wind,Fall,3775
2021-07-27 00:00:00,Wind,Summer,1578
2020-01-23 00:00:00,Wind,Winter,6707
2023-07-07 00:00:00,Solar,Summer,8342
2022-01-23 00:00:00,Wind,Winter,3207
2020-05-02 00:00:00,Wind,Spring,4667
2022-06-22 00:00:00,Wind,Summer,3806
2024-08-15 00:00:00,Wind,Summer,1851
2021-10-04 00:00:00,Wind,Fall,6267
2023-01-21 00:00:00,Wind,Winter,10389
2021-10-05 00:00:00,Wind,Fall,12707
2025-04-08 00:00:00,Wind,Spring,5079
2021-08-16 00:00:00,Wind,Summer,4749
2020-01-18 00:00:00,Wind,Winter,4645
2021-08-16 00:00:00,Wind,Summer,5046
2025-01-05 00:00:00,Wind,Winter,18488
2020-10-25 00:00:00,Wind,Fall,7800
2022-06-11 00:00:00,Solar,Summer,5797
2024-05-09 00:00:00,Wind,Spring,3436
2024-07-07 00:00:00,Wind,Summer,3000
2023-07-11 00:00:00,Solar,Summer,9794
2020-06-16 00:00:00,Wind,Summer,1450
2022-10-22 00:00:00,Solar,Fall,6219
2022-06-22 00:00:00,Solar,Summer,5622
2020-06-12 00:00:00,Wind,Summer,4969
2024-03-29 00:00:00,Wind,Spring,13290
2020-12-27 00:00:00,Wind,Winter,13159
2021-07-01 00:00:00,Solar,Summer,5041
2025-08-04 00:00:00,Wind,Summer,3303
2021-12-02 00:00:00,Wind,Winter,4964
2023-04-24 00:00:00,Wind,Spring,10534
2022-09-15 00:00:00,Wind,Fall,2156
2022-12-12 00:00:00,Wind,Winter,1038
2022-12-11 00:00:00,Wind,Winter,2415
2021-05-30 00:00:00,Wind,Spring,5191
2022-06-07 00:00:00,Wind,Summer,3487
2021-12-20 00:00:00,Wind,Winter,3377
2025-10-26 00:00:00,Wind,Fall,10453
2023-04-02 00:00:00,Wind,Spring,10121
2020-04-26 00:00:00,Wind,Spring,466
2021-04-19 00:00:00,Solar,Spring,2735
2021-03-01 00:00:00,Wind,Spring,5349
2023-08-26 00:00:00,Wind,Summer,5041
2024-09-23 00:00:00,Wind,Fall,4634
2023-03-21 00:00:00,Wind,Spring,8241
2020-07-29 00:00:00,Solar,Summer,3483
2024-11-14 00:00:00,Wind,Fall,4003
2020-08-05 00:00:00,Wind,Summer,1003
2020-07-15 00:00:00,Wind,Summer,1905
2023-04-24 00:00:00,Wind,Spring,8273
2020-06-13 00:00:00,Wind,Summer,2926
2020-01-04 00:00:00,Wind,Winter,2983
2024-06-25 00:00:00,Wind,Summer,3497
2022-01-12 00:00:00,Solar,Winter,4731
2025-08-19 00:00:00,Wind,Summer,3579
2020-06-28 00:00:00,Wind,Summer,4765
2025-03-08 00:00:00,Wind,Spring,10878
2024-09-06 00:00:00,Wind,Fall,2426
2024-05-31 00:00:00,Wind,Spring,11737
2020-06-01 00:00:00,Wind,Summer,4261
2020-11-02 00:00:00,Wind,Fall,13394
2023-04-11 00:00:00,Wind,Spring,9998
2021-03-01 00:00:00,Wind,Spring,5776
2020-02-24 00:00:00,Wind,Winter,10814
2025-09-15 00:00:00,Wind,Fall,9831
2023-05-23 00:00:00,Wind,Spring,10411
2021-03-04 00:00:00,Wind,Spring,3114
2022-03-20 00:00:00,Wind,Spring,4720
2025-06-21 00:00:00,Solar,Summer,9972
2023-08-12 00:00:00,Wind,Summer,1660
2021-02-11 00:00:00,Wind,Winter,8606
2020-12-16 00:00:00,Wind,Winter,6819
2022-01-23 00:00:00,Wind,Winter,4428
2021-08-22 00:00:00,Wind,Summer,2991
2024-10-27 00:00:00,Solar,Fall,3213
2025-09-08 00:00:00,Solar,Fall,6498
2024-02-27 00:00:00,Wind,Winter,13652
2025-02-02 00:00:00,Wind,Winter,1296
2022-11-19 00:00:00,Wind,Fall,2689
2023-01-10 00:00:00,Wind,Winter,14924
2021-12-26 00:00:00,Wind,Winter,4021
2021-07-26 00:00:00,Wind,Summer,6326
2023-07-10 00:00:00,Solar,Summer,2252
2022-03-18 00:00:00,Wind,Spring,6520
2024-03-26 00:00:00,Wind,Spring,4088
2021-12-25 00:00:00,Wind,Winter,1761
2025-03-09 00:00:00,Wind,Spring,9371
2025-11-21 00:00:00,Wind,Fall,3561
2024-08-28 00:00:00,Solar,Summer,8271
2022-04-09 00:00:00,Wind,Spring,3140
2025-08-27 00:00:00,Wind,Summer,9935
2024-07-24 00:00:00,Solar,Summer,8396
2021-12-01 00:00:00,Wind,Winter,13696
2022-10-02 00:00:00,Wind,Fall,11081
2021-06-02 00:00:00,Wind,Summer,5123
2025-08-25 00:00:00,Wind,Summer,4994
2025-06-21 00:00:00,Solar,Summer,7971
2023-06-20 00:00:00,Wind,Summer,1043
2022-08-09 00:00:00,Solar,Summer,9212
